LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME_OF_PROD,VALUE_PROD,Flag Codes
TZA,OILPROD,TOT,KTOE,A,2004,0,
TZA,OILPROD,TOT,KTOE,A,2005,0,
TZA,OILPROD,TOT,KTOE,A,2006,0,
TZA,OILPROD,TOT,KTOE,A,2007,0,
TZA,OILPROD,TOT,KTOE,A,2008,0,
TZA,OILPROD,TOT,KTOE,A,2009,0,
TZA,OILPROD,TOT,KTOE,A,2010,0,
TZA,OILPROD,TOT,KTOE,A,2011,0,
TZA,OILPROD,TOT,KTOE,A,2012,0,
TZA,OILPROD,TOT,KTOE,A,2013,0,
TZA,OILPROD,TOT,KTOE,A,2014,0,
TZA,OILPROD,TOT,KTOE,A,2015,0,
TZA,OILPROD,TOT,KTOE,A,2016,0,
TZA,OILPROD,TOT,KTOE,A,2017,0,
THA,OILPROD,TOT,KTOE,A,2000,5381.195,
THA,OILPROD,TOT,KTOE,A,2001,5533.897,
THA,OILPROD,TOT,KTOE,A,2002,6520.28,
THA,OILPROD,TOT,KTOE,A,2003,8021.004,
THA,OILPROD,TOT,KTOE,A,2004,7789.037,
THA,OILPROD,TOT,KTOE,A,2005,9254.461,
THA,OILPROD,TOT,KTOE,A,2006,10395.132,
THA,OILPROD,TOT,KTOE,A,2007,10836.877,
THA,OILPROD,TOT,KTOE,A,2008,11855.513,
THA,OILPROD,TOT,KTOE,A,2009,12032.01,
THA,OILPROD,TOT,KTOE,A,2010,12551.413,
THA,OILPROD,TOT,KTOE,A,2011,11556.982,
THA,OILPROD,TOT,KTOE,A,2012,12499.977,
THA,OILPROD,TOT,KTOE,A,2013,12428.37,
THA,OILPROD,TOT,KTOE,A,2014,11762.727,
THA,OILPROD,TOT,KTOE,A,2015,12532.251,
THA,OILPROD,TOT,KTOE,A,2016,12969.962,
THA,OILPROD,TOT,KTOE,A,2017,12065.292,
UKR,OILPROD,TOT,KTOE,A,2000,2639.109,
UKR,OILPROD,TOT,KTOE,A,2001,2630.064,
UKR,OILPROD,TOT,KTOE,A,2002,2638.104,
UKR,OILPROD,TOT,KTOE,A,2003,2828.047,
UKR,OILPROD,TOT,KTOE,A,2004,3017.991,
UKR,OILPROD,TOT,KTOE,A,2005,3164.719,
UKR,OILPROD,TOT,KTOE,A,2006,3357.678,
UKR,OILPROD,TOT,KTOE,A,2007,3326.523,
UKR,OILPROD,TOT,KTOE,A,2008,3199.894,
UKR,OILPROD,TOT,KTOE,A,2009,2918.496,
UKR,OILPROD,TOT,KTOE,A,2010,2594.889,
UKR,OILPROD,TOT,KTOE,A,2011,2450.17,
UKR,OILPROD,TOT,KTOE,A,2012,2301.431,
UKR,OILPROD,TOT,KTOE,A,2013,2182.842,
UKR,OILPROD,TOT,KTOE,A,2014,2052.193,
UKR,OILPROD,TOT,KTOE,A,2015,1886.37,
UKR,OILPROD,TOT,KTOE,A,2016,1631.102,
UKR,OILPROD,TOT,KTOE,A,2017,1513.518,
ARE,OILPROD,TOT,KTOE,A,2000,109368.777,
ARE,OILPROD,TOT,KTOE,A,2001,104643.179,
ARE,OILPROD,TOT,KTOE,A,2002,97848.987,
ARE,OILPROD,TOT,KTOE,A,2003,109965.33,
ARE,OILPROD,TOT,KTOE,A,2004,114955.61,
ARE,OILPROD,TOT,KTOE,A,2005,116324.832,
ARE,OILPROD,TOT,KTOE,A,2006,125619.254,
ARE,OILPROD,TOT,KTOE,A,2007,123711.505,
ARE,OILPROD,TOT,KTOE,A,2008,126168.979,
ARE,OILPROD,TOT,KTOE,A,2009,113651.541,
ARE,OILPROD,TOT,KTOE,A,2010,117808.071,
ARE,OILPROD,TOT,KTOE,A,2011,129974.297,
ARE,OILPROD,TOT,KTOE,A,2012,134854.632,
ARE,OILPROD,TOT,KTOE,A,2013,141786.255,
ARE,OILPROD,TOT,KTOE,A,2014,141618.283,
ARE,OILPROD,TOT,KTOE,A,2015,151518.421,
ARE,OILPROD,TOT,KTOE,A,2016,156965.787,
ARE,OILPROD,TOT,KTOE,A,2017,150944.264,
URY,OILPROD,TOT,KTOE,A,2000,0,
URY,OILPROD,TOT,KTOE,A,2001,0,
URY,OILPROD,TOT,KTOE,A,2002,0,
URY,OILPROD,TOT,KTOE,A,2003,0,
URY,OILPROD,TOT,KTOE,A,2004,0,
URY,OILPROD,TOT,KTOE,A,2005,0,
URY,OILPROD,TOT,KTOE,A,2006,0,
URY,OILPROD,TOT,KTOE,A,2007,0,
URY,OILPROD,TOT,KTOE,A,2008,0,
URY,OILPROD,TOT,KTOE,A,2009,0,
URY,OILPROD,TOT,KTOE,A,2010,0,
URY,OILPROD,TOT,KTOE,A,2011,0,
URY,OILPROD,TOT,KTOE,A,2012,0,
URY,OILPROD,TOT,KTOE,A,2013,0,
URY,OILPROD,TOT,KTOE,A,2014,0,
URY,OILPROD,TOT,KTOE,A,2015,0,
URY,OILPROD,TOT,KTOE,A,2016,0,
URY,OILPROD,TOT,KTOE,A,2017,0,
VNM,OILPROD,TOT,KTOE,A,2000,16564.024,
VNM,OILPROD,TOT,KTOE,A,2001,17033.326,
VNM,OILPROD,TOT,KTOE,A,2002,16898.949,
VNM,OILPROD,TOT,KTOE,A,2003,16896.913,
VNM,OILPROD,TOT,KTOE,A,2004,20412.098,
VNM,OILPROD,TOT,KTOE,A,2005,19056.11,
VNM,OILPROD,TOT,KTOE,A,2006,17306.153,
VNM,OILPROD,TOT,KTOE,A,2007,16498.872,
VNM,OILPROD,TOT,KTOE,A,2008,15521.583,
VNM,OILPROD,TOT,KTOE,A,2009,17041.47,
VNM,OILPROD,TOT,KTOE,A,2010,15773.031,
VNM,OILPROD,TOT,KTOE,A,2011,15936.931,
VNM,OILPROD,TOT,KTOE,A,2012,17492.448,
VNM,OILPROD,TOT,KTOE,A,2013,17491.43,
VNM,OILPROD,TOT,KTOE,A,2014,17705.212,
VNM,OILPROD,TOT,KTOE,A,2015,19083.596,
VNM,OILPROD,TOT,KTOE,A,2016,15473.737,
VNM,OILPROD,TOT,KTOE,A,2017,13844.922,
ZMB,OILPROD,TOT,KTOE,A,2000,0,
ZMB,OILPROD,TOT,KTOE,A,2001,0,
ZMB,OILPROD,TOT,KTOE,A,2002,0,
ZMB,OILPROD,TOT,KTOE,A,2003,0,
ZMB,OILPROD,TOT,KTOE,A,2004,0,
ZMB,OILPROD,TOT,KTOE,A,2005,0,
ZMB,OILPROD,TOT,KTOE,A,2006,0,
ZMB,OILPROD,TOT,KTOE,A,2007,0,
ZMB,OILPROD,TOT,KTOE,A,2008,0,
ZMB,OILPROD,TOT,KTOE,A,2009,0,
ZMB,OILPROD,TOT,KTOE,A,2010,0,
ZMB,OILPROD,TOT,KTOE,A,2011,0,
ZMB,OILPROD,TOT,KTOE,A,2012,0,
ZMB,OILPROD,TOT,KTOE,A,2013,0,
ZMB,OILPROD,TOT,KTOE,A,2014,0,
ZMB,OILPROD,TOT,KTOE,A,2015,0,
ZMB,OILPROD,TOT,KTOE,A,2016,0,
ZMB,OILPROD,TOT,KTOE,A,2017,0,
WLD,OILPROD,TOT,KTOE,A,2000,3412448.024,
WLD,OILPROD,TOT,KTOE,A,2001,3403869.993,
WLD,OILPROD,TOT,KTOE,A,2002,3370406.459,
WLD,OILPROD,TOT,KTOE,A,2003,3513329.52,
WLD,OILPROD,TOT,KTOE,A,2004,3673803.071,
WLD,OILPROD,TOT,KTOE,A,2005,3721735.682,
WLD,OILPROD,TOT,KTOE,A,2006,3743660.381,
WLD,OILPROD,TOT,KTOE,A,2007,3702596.621,
WLD,OILPROD,TOT,KTOE,A,2008,3733764.26,
WLD,OILPROD,TOT,KTOE,A,2009,3634503.314,
WLD,OILPROD,TOT,KTOE,A,2010,3686533.518,
WLD,OILPROD,TOT,KTOE,A,2011,3713363.697,
WLD,OILPROD,TOT,KTOE,A,2012,3779494.704,
WLD,OILPROD,TOT,KTOE,A,2013,3790655.516,
WLD,OILPROD,TOT,KTOE,A,2014,3860667.817,
WLD,OILPROD,TOT,KTOE,A,2015,3946103.38,
WLD,OILPROD,TOT,KTOE,A,2016,3991795.109,
WLD,OILPROD,TOT,KTOE,A,2017,3970914.672,
SRB,OILPROD,TOT,KTOE,A,2000,998.533,
SRB,OILPROD,TOT,KTOE,A,2001,917.874,
SRB,OILPROD,TOT,KTOE,A,2002,829.048,
SRB,OILPROD,TOT,KTOE,A,2003,789.229,
SRB,OILPROD,TOT,KTOE,A,2004,665.688,
SRB,OILPROD,TOT,KTOE,A,2005,662.625,
SRB,OILPROD,TOT,KTOE,A,2006,659.562,
SRB,OILPROD,TOT,KTOE,A,2007,654.458,
SRB,OILPROD,TOT,KTOE,A,2008,652.416,
SRB,OILPROD,TOT,KTOE,A,2009,677.664,
SRB,OILPROD,TOT,KTOE,A,2010,914.111,
SRB,OILPROD,TOT,KTOE,A,2011,1076.667,
SRB,OILPROD,TOT,KTOE,A,2012,1187.5,
SRB,OILPROD,TOT,KTOE,A,2013,1224.444,
SRB,OILPROD,TOT,KTOE,A,2014,1169.556,
SRB,OILPROD,TOT,KTOE,A,2015,1078.778,
SRB,OILPROD,TOT,KTOE,A,2016,981.667,
SRB,OILPROD,TOT,KTOE,A,2017,933.111,
MNE,OILPROD,TOT,KTOE,A,2000,,L
MNE,OILPROD,TOT,KTOE,A,2001,,L
MNE,OILPROD,TOT,KTOE,A,2002,,L
MNE,OILPROD,TOT,KTOE,A,2003,,L
MNE,OILPROD,TOT,KTOE,A,2004,,L
MNE,OILPROD,TOT,KTOE,A,2005,0,
MNE,OILPROD,TOT,KTOE,A,2006,0,
MNE,OILPROD,TOT,KTOE,A,2007,0,
MNE,OILPROD,TOT,KTOE,A,2008,0,
MNE,OILPROD,TOT,KTOE,A,2009,0,
MNE,OILPROD,TOT,KTOE,A,2010,0,
MNE,OILPROD,TOT,KTOE,A,2011,0,
MNE,OILPROD,TOT,KTOE,A,2012,0,
MNE,OILPROD,TOT,KTOE,A,2013,0,
MNE,OILPROD,TOT,KTOE,A,2014,0,
MNE,OILPROD,TOT,KTOE,A,2015,0,
MNE,OILPROD,TOT,KTOE,A,2016,0,
MNE,OILPROD,TOT,KTOE,A,2017,0,
EU28,OILPROD,TOT,KTOE,A,2000,162007.288,
EU28,OILPROD,TOT,KTOE,A,2001,150957.763,
EU28,OILPROD,TOT,KTOE,A,2002,153510.563,
EU28,OILPROD,TOT,KTOE,A,2003,143580.11,
EU28,OILPROD,TOT,KTOE,A,2004,133027.803,
EU28,OILPROD,TOT,KTOE,A,2005,120732.695,
EU28,OILPROD,TOT,KTOE,A,2006,109963.458,
EU28,OILPROD,TOT,KTOE,A,2007,109152.894,
EU28,OILPROD,TOT,KTOE,A,2008,101532.26,
EU28,OILPROD,TOT,KTOE,A,2009,95847.667,
EU28,OILPROD,TOT,KTOE,A,2010,89729.163,
EU28,OILPROD,TOT,KTOE,A,2011,78714.758,
EU28,OILPROD,TOT,KTOE,A,2012,70834.008,
EU28,OILPROD,TOT,KTOE,A,2013,66517.841,
EU28,OILPROD,TOT,KTOE,A,2014,65301.328,
EU28,OILPROD,TOT,KTOE,A,2015,69842.316,
EU28,OILPROD,TOT,KTOE,A,2016,68272.824,
EU28,OILPROD,TOT,KTOE,A,2017,66590.788,
G20,OILPROD,TOT,KTOE,A,2000,1830481.883,
G20,OILPROD,TOT,KTOE,A,2001,1834394.962,
G20,OILPROD,TOT,KTOE,A,2002,1845577.934,
G20,OILPROD,TOT,KTOE,A,2003,1960825.35,
G20,OILPROD,TOT,KTOE,A,2004,2004373.384,
G20,OILPROD,TOT,KTOE,A,2005,2012673.649,
G20,OILPROD,TOT,KTOE,A,2006,2005473.699,
G20,OILPROD,TOT,KTOE,A,2007,1979313.47,
G20,OILPROD,TOT,KTOE,A,2008,1984862.117,
G20,OILPROD,TOT,KTOE,A,2009,1941740.323,
G20,OILPROD,TOT,KTOE,A,2010,1977173.148,
G20,OILPROD,TOT,KTOE,A,2011,2042594.142,
G20,OILPROD,TOT,KTOE,A,2012,2116231.064,
G20,OILPROD,TOT,KTOE,A,2013,2154733.886,
G20,OILPROD,TOT,KTOE,A,2014,2249012.374,
G20,OILPROD,TOT,KTOE,A,2015,2315139.393,
G20,OILPROD,TOT,KTOE,A,2016,2301039.853,
G20,OILPROD,TOT,KTOE,A,2017,2294131.463,
OECD,OILPROD,TOT,KTOE,A,2000,895890.792,
OECD,OILPROD,TOT,KTOE,A,2001,884492.927,
OECD,OILPROD,TOT,KTOE,A,2002,892529.904,
OECD,OILPROD,TOT,KTOE,A,2003,896072.342,
OECD,OILPROD,TOT,KTOE,A,2004,866466.387,
OECD,OILPROD,TOT,KTOE,A,2005,823245.116,
OECD,OILPROD,TOT,KTOE,A,2006,798184.572,
OECD,OILPROD,TOT,KTOE,A,2007,779629.73,
OECD,OILPROD,TOT,KTOE,A,2008,752112.798,
OECD,OILPROD,TOT,KTOE,A,2009,743163.946,
OECD,OILPROD,TOT,KTOE,A,2010,735081.861,
OECD,OILPROD,TOT,KTOE,A,2011,731772.77,
OECD,OILPROD,TOT,KTOE,A,2012,768568.314,
OECD,OILPROD,TOT,KTOE,A,2013,814786.205,
OECD,OILPROD,TOT,KTOE,A,2014,890833.706,
OECD,OILPROD,TOT,KTOE,A,2015,915252.752,
OECD,OILPROD,TOT,KTOE,A,2016,888970.544,
OECD,OILPROD,TOT,KTOE,A,2017,909292.718,
AGO,OILPROD,TOT,KTOE,A,2000,37598.124,
AGO,OILPROD,TOT,KTOE,A,2001,37234.65,
AGO,OILPROD,TOT,KTOE,A,2002,44969.705,
AGO,OILPROD,TOT,KTOE,A,2003,44651.155,
AGO,OILPROD,TOT,KTOE,A,2004,50481.034,
AGO,OILPROD,TOT,KTOE,A,2005,63622.255,
AGO,OILPROD,TOT,KTOE,A,2006,71973.99,
AGO,OILPROD,TOT,KTOE,A,2007,86690.606,
AGO,OILPROD,TOT,KTOE,A,2008,97302.823,
AGO,OILPROD,TOT,KTOE,A,2009,92346.915,
AGO,OILPROD,TOT,KTOE,A,2010,89725.001,
AGO,OILPROD,TOT,KTOE,A,2011,82598.459,
AGO,OILPROD,TOT,KTOE,A,2012,87226.628,
AGO,OILPROD,TOT,KTOE,A,2013,87578.871,
AGO,OILPROD,TOT,KTOE,A,2014,85338.809,
AGO,OILPROD,TOT,KTOE,A,2015,90844.011,
AGO,OILPROD,TOT,KTOE,A,2016,86219.927,
AGO,OILPROD,TOT,KTOE,A,2017,82888.422,
BHR,OILPROD,TOT,KTOE,A,2000,9517.54,
BHR,OILPROD,TOT,KTOE,A,2001,9277.842,
BHR,OILPROD,TOT,KTOE,A,2002,9399.221,
BHR,OILPROD,TOT,KTOE,A,2003,9596.079,
BHR,OILPROD,TOT,KTOE,A,2004,9557.319,
BHR,OILPROD,TOT,KTOE,A,2005,9488.98,
BHR,OILPROD,TOT,KTOE,A,2006,9322.721,
BHR,OILPROD,TOT,KTOE,A,2007,9372.701,
BHR,OILPROD,TOT,KTOE,A,2008,9317.621,
BHR,OILPROD,TOT,KTOE,A,2009,9267.642,
BHR,OILPROD,TOT,KTOE,A,2010,9249.282,
BHR,OILPROD,TOT,KTOE,A,2011,9677.678,
BHR,OILPROD,TOT,KTOE,A,2012,8820.886,
BHR,OILPROD,TOT,KTOE,A,2013,10049.975,
BHR,OILPROD,TOT,KTOE,A,2014,10294.773,
BHR,OILPROD,TOT,KTOE,A,2015,10249.894,
BHR,OILPROD,TOT,KTOE,A,2016,10303.953,
BHR,OILPROD,TOT,KTOE,A,2017,10022.436,
BEN,OILPROD,TOT,KTOE,A,2000,0,
BEN,OILPROD,TOT,KTOE,A,2001,0,
BEN,OILPROD,TOT,KTOE,A,2002,0,
BEN,OILPROD,TOT,KTOE,A,2003,0,
BEN,OILPROD,TOT,KTOE,A,2004,0,
BEN,OILPROD,TOT,KTOE,A,2005,0,
BEN,OILPROD,TOT,KTOE,A,2006,0,
BEN,OILPROD,TOT,KTOE,A,2007,0,
BEN,OILPROD,TOT,KTOE,A,2008,0,
BEN,OILPROD,TOT,KTOE,A,2009,0,
BEN,OILPROD,TOT,KTOE,A,2010,0,
BEN,OILPROD,TOT,KTOE,A,2011,0,
BEN,OILPROD,TOT,KTOE,A,2012,0,
BEN,OILPROD,TOT,KTOE,A,2013,0,
BEN,OILPROD,TOT,KTOE,A,2014,0,
BEN,OILPROD,TOT,KTOE,A,2015,0,
BEN,OILPROD,TOT,KTOE,A,2016,0,
BEN,OILPROD,TOT,KTOE,A,2017,0,
BOL,OILPROD,TOT,KTOE,A,2000,1592.851,
BOL,OILPROD,TOT,KTOE,A,2001,1814.339,
BOL,OILPROD,TOT,KTOE,A,2002,1840.214,
BOL,OILPROD,TOT,KTOE,A,2003,2004.777,
BOL,OILPROD,TOT,KTOE,A,2004,2354.604,
BOL,OILPROD,TOT,KTOE,A,2005,2571.952,
BOL,OILPROD,TOT,KTOE,A,2006,2472.593,
BOL,OILPROD,TOT,KTOE,A,2007,2496.398,
BOL,OILPROD,TOT,KTOE,A,2008,2379.444,
BOL,OILPROD,TOT,KTOE,A,2009,2065.842,
BOL,OILPROD,TOT,KTOE,A,2010,2123.801,
BOL,OILPROD,TOT,KTOE,A,2011,2174.516,
BOL,OILPROD,TOT,KTOE,A,2012,2544.008,
BOL,OILPROD,TOT,KTOE,A,2013,2910.394,
BOL,OILPROD,TOT,KTOE,A,2014,3136.022,
BOL,OILPROD,TOT,KTOE,A,2015,2776.881,
BOL,OILPROD,TOT,KTOE,A,2016,2716.851,
BOL,OILPROD,TOT,KTOE,A,2017,2579.197,
BWA,OILPROD,TOT,KTOE,A,2000,0,
BWA,OILPROD,TOT,KTOE,A,2001,0,
BWA,OILPROD,TOT,KTOE,A,2002,0,
BWA,OILPROD,TOT,KTOE,A,2003,0,
BWA,OILPROD,TOT,KTOE,A,2004,0,
BWA,OILPROD,TOT,KTOE,A,2005,0,
BWA,OILPROD,TOT,KTOE,A,2006,0,
BWA,OILPROD,TOT,KTOE,A,2007,0,
BWA,OILPROD,TOT,KTOE,A,2008,0,
BWA,OILPROD,TOT,KTOE,A,2009,0,
BWA,OILPROD,TOT,KTOE,A,2010,0,
BWA,OILPROD,TOT,KTOE,A,2011,0,
BWA,OILPROD,TOT,KTOE,A,2012,0,
BWA,OILPROD,TOT,KTOE,A,2013,0,
BWA,OILPROD,TOT,KTOE,A,2014,0,
BWA,OILPROD,TOT,KTOE,A,2015,0,
BWA,OILPROD,TOT,KTOE,A,2016,0,
BWA,OILPROD,TOT,KTOE,A,2017,0,
CMR,OILPROD,TOT,KTOE,A,2000,5863.941,
CMR,OILPROD,TOT,KTOE,A,2001,5302.187,
CMR,OILPROD,TOT,KTOE,A,2002,5538.448,
CMR,OILPROD,TOT,KTOE,A,2003,5255.543,
CMR,OILPROD,TOT,KTOE,A,2004,5008.128,
CMR,OILPROD,TOT,KTOE,A,2005,4594.418,
CMR,OILPROD,TOT,KTOE,A,2006,4682.635,
CMR,OILPROD,TOT,KTOE,A,2007,4437.248,
CMR,OILPROD,TOT,KTOE,A,2008,4362.212,
CMR,OILPROD,TOT,KTOE,A,2009,3809.584,
CMR,OILPROD,TOT,KTOE,A,2010,3350.244,
CMR,OILPROD,TOT,KTOE,A,2011,3038.947,
CMR,OILPROD,TOT,KTOE,A,2012,3146.431,
CMR,OILPROD,TOT,KTOE,A,2013,3414.126,
CMR,OILPROD,TOT,KTOE,A,2014,3867.382,
CMR,OILPROD,TOT,KTOE,A,2015,4792.147,
CMR,OILPROD,TOT,KTOE,A,2016,4738.405,
CMR,OILPROD,TOT,KTOE,A,2017,3948.502,
COG,OILPROD,TOT,KTOE,A,2000,13550.595,
COG,OILPROD,TOT,KTOE,A,2001,12410.787,
COG,OILPROD,TOT,KTOE,A,2002,11965.934,
COG,OILPROD,TOT,KTOE,A,2003,10972.702,
COG,OILPROD,TOT,KTOE,A,2004,11489.305,
COG,OILPROD,TOT,KTOE,A,2005,12574.788,
COG,OILPROD,TOT,KTOE,A,2006,14246.575,
COG,OILPROD,TOT,KTOE,A,2007,11658.431,
COG,OILPROD,TOT,KTOE,A,2008,12393.362,
COG,OILPROD,TOT,KTOE,A,2009,14174.824,
COG,OILPROD,TOT,KTOE,A,2010,16182.813,
COG,OILPROD,TOT,KTOE,A,2011,15369.982,
COG,OILPROD,TOT,KTOE,A,2012,14137.924,
COG,OILPROD,TOT,KTOE,A,2013,12456.912,
COG,OILPROD,TOT,KTOE,A,2014,13129.317,
COG,OILPROD,TOT,KTOE,A,2015,12171.96,
COG,OILPROD,TOT,KTOE,A,2016,12330.836,
COG,OILPROD,TOT,KTOE,A,2017,14543.827,
CRI,OILPROD,TOT,KTOE,A,2000,0,
CRI,OILPROD,TOT,KTOE,A,2001,0,
CRI,OILPROD,TOT,KTOE,A,2002,0,
CRI,OILPROD,TOT,KTOE,A,2003,0,
CRI,OILPROD,TOT,KTOE,A,2004,0,
CRI,OILPROD,TOT,KTOE,A,2005,0,
CRI,OILPROD,TOT,KTOE,A,2006,0,
CRI,OILPROD,TOT,KTOE,A,2007,0,
CRI,OILPROD,TOT,KTOE,A,2008,0,
CRI,OILPROD,TOT,KTOE,A,2009,0,
CRI,OILPROD,TOT,KTOE,A,2010,0,
CRI,OILPROD,TOT,KTOE,A,2011,0,
CRI,OILPROD,TOT,KTOE,A,2012,0,
CRI,OILPROD,TOT,KTOE,A,2013,0,
CRI,OILPROD,TOT,KTOE,A,2014,0,
CRI,OILPROD,TOT,KTOE,A,2015,0,
CRI,OILPROD,TOT,KTOE,A,2016,0,
CRI,OILPROD,TOT,KTOE,A,2017,0,
CIV,OILPROD,TOT,KTOE,A,2000,370.555,
CIV,OILPROD,TOT,KTOE,A,2001,307.439,
CIV,OILPROD,TOT,KTOE,A,2002,762.489,
CIV,OILPROD,TOT,KTOE,A,2003,1073.999,
CIV,OILPROD,TOT,KTOE,A,2004,1325.448,
CIV,OILPROD,TOT,KTOE,A,2005,2080.81,
CIV,OILPROD,TOT,KTOE,A,2006,3191.458,
CIV,OILPROD,TOT,KTOE,A,2007,2461.546,
CIV,OILPROD,TOT,KTOE,A,2008,2323.096,
CIV,OILPROD,TOT,KTOE,A,2009,2318.006,
CIV,OILPROD,TOT,KTOE,A,2010,2007.514,
CIV,OILPROD,TOT,KTOE,A,2011,1708.219,
CIV,OILPROD,TOT,KTOE,A,2012,1485.275,
CIV,OILPROD,TOT,KTOE,A,2013,1276.583,
CIV,OILPROD,TOT,KTOE,A,2014,965.073,
CIV,OILPROD,TOT,KTOE,A,2015,1373.294,
CIV,OILPROD,TOT,KTOE,A,2016,2043.144,
CIV,OILPROD,TOT,KTOE,A,2017,1654.265,
CUB,OILPROD,TOT,KTOE,A,2000,2739.479,
CUB,OILPROD,TOT,KTOE,A,2001,2933.631,
CUB,OILPROD,TOT,KTOE,A,2002,3687.877,
CUB,OILPROD,TOT,KTOE,A,2003,3740.736,
CUB,OILPROD,TOT,KTOE,A,2004,3306.688,
CUB,OILPROD,TOT,KTOE,A,2005,2983.44,
CUB,OILPROD,TOT,KTOE,A,2006,2947.862,
CUB,OILPROD,TOT,KTOE,A,2007,2952.945,
CUB,OILPROD,TOT,KTOE,A,2008,3052.562,
CUB,OILPROD,TOT,KTOE,A,2009,2776.073,
CUB,OILPROD,TOT,KTOE,A,2010,3074.925,
CUB,OILPROD,TOT,KTOE,A,2011,3061.711,
CUB,OILPROD,TOT,KTOE,A,2012,3048.496,
CUB,OILPROD,TOT,KTOE,A,2013,2944.813,
CUB,OILPROD,TOT,KTOE,A,2014,2952.945,
CUB,OILPROD,TOT,KTOE,A,2015,2868.575,
CUB,OILPROD,TOT,KTOE,A,2016,2584.97,
CUB,OILPROD,TOT,KTOE,A,2017,2382.686,
PRK,OILPROD,TOT,KTOE,A,2000,0,
PRK,OILPROD,TOT,KTOE,A,2001,0,
PRK,OILPROD,TOT,KTOE,A,2002,0,
PRK,OILPROD,TOT,KTOE,A,2003,0,
PRK,OILPROD,TOT,KTOE,A,2004,0,
PRK,OILPROD,TOT,KTOE,A,2005,0,
PRK,OILPROD,TOT,KTOE,A,2006,0,
PRK,OILPROD,TOT,KTOE,A,2007,0,
PRK,OILPROD,TOT,KTOE,A,2008,0,
PRK,OILPROD,TOT,KTOE,A,2009,0,
PRK,OILPROD,TOT,KTOE,A,2010,0,
PRK,OILPROD,TOT,KTOE,A,2011,0,
PRK,OILPROD,TOT,KTOE,A,2012,0,
PRK,OILPROD,TOT,KTOE,A,2013,0,
PRK,OILPROD,TOT,KTOE,A,2014,0,
PRK,OILPROD,TOT,KTOE,A,2015,0,
PRK,OILPROD,TOT,KTOE,A,2016,0,
PRK,OILPROD,TOT,KTOE,A,2017,0,
COD,OILPROD,TOT,KTOE,A,2000,1177.181,
COD,OILPROD,TOT,KTOE,A,2001,1247.671,
COD,OILPROD,TOT,KTOE,A,2002,1172.146,
COD,OILPROD,TOT,KTOE,A,2003,1295,
COD,OILPROD,TOT,KTOE,A,2004,1407.783,
COD,OILPROD,TOT,KTOE,A,2005,1277.881,
COD,OILPROD,TOT,KTOE,A,2006,1252.706,
COD,OILPROD,TOT,KTOE,A,2007,1226.524,
COD,OILPROD,TOT,KTOE,A,2008,1163.083,
COD,OILPROD,TOT,KTOE,A,2009,1115.754,
COD,OILPROD,TOT,KTOE,A,2010,1115.754,
COD,OILPROD,TOT,KTOE,A,2011,1213.433,
COD,OILPROD,TOT,KTOE,A,2012,1205.377,
COD,OILPROD,TOT,KTOE,A,2013,1136.901,
COD,OILPROD,TOT,KTOE,A,2014,1068.425,
COD,OILPROD,TOT,KTOE,A,2015,1055.334,
COD,OILPROD,TOT,KTOE,A,2016,1002.97,
COD,OILPROD,TOT,KTOE,A,2017,955.641,
DOM,OILPROD,TOT,KTOE,A,2000,0,
DOM,OILPROD,TOT,KTOE,A,2001,0,
DOM,OILPROD,TOT,KTOE,A,2002,0,
DOM,OILPROD,TOT,KTOE,A,2003,0,
DOM,OILPROD,TOT,KTOE,A,2004,0,
DOM,OILPROD,TOT,KTOE,A,2005,0,
DOM,OILPROD,TOT,KTOE,A,2006,0,
DOM,OILPROD,TOT,KTOE,A,2007,0,
DOM,OILPROD,TOT,KTOE,A,2008,0,
DOM,OILPROD,TOT,KTOE,A,2009,0,
DOM,OILPROD,TOT,KTOE,A,2010,0,
DOM,OILPROD,TOT,KTOE,A,2011,0,
DOM,OILPROD,TOT,KTOE,A,2012,0,
DOM,OILPROD,TOT,KTOE,A,2013,0,
DOM,OILPROD,TOT,KTOE,A,2014,0,
DOM,OILPROD,TOT,KTOE,A,2015,0,
DOM,OILPROD,TOT,KTOE,A,2016,0,
DOM,OILPROD,TOT,KTOE,A,2017,0,
ECU,OILPROD,TOT,KTOE,A,2000,20827,
ECU,OILPROD,TOT,KTOE,A,2001,21197,
ECU,OILPROD,TOT,KTOE,A,2002,20466,
ECU,OILPROD,TOT,KTOE,A,2003,21908,
ECU,OILPROD,TOT,KTOE,A,2004,26032,
ECU,OILPROD,TOT,KTOE,A,2005,25874,
ECU,OILPROD,TOT,KTOE,A,2006,26389,
ECU,OILPROD,TOT,KTOE,A,2007,25339,
ECU,OILPROD,TOT,KTOE,A,2008,25203,
ECU,OILPROD,TOT,KTOE,A,2009,24356,
ECU,OILPROD,TOT,KTOE,A,2010,24354,
ECU,OILPROD,TOT,KTOE,A,2011,25066,
ECU,OILPROD,TOT,KTOE,A,2012,25432,
ECU,OILPROD,TOT,KTOE,A,2013,26554,
ECU,OILPROD,TOT,KTOE,A,2014,27902,
ECU,OILPROD,TOT,KTOE,A,2015,27552,
ECU,OILPROD,TOT,KTOE,A,2016,27897,
ECU,OILPROD,TOT,KTOE,A,2017,26676,
SLV,OILPROD,TOT,KTOE,A,2000,0,
